po_number,line_number,material_id,quantity_order,uom,delivery_date,unit_price,line_total
HPO14_2,2,304L_SS,7,ft,2025-05-09,222.97,1560.79
HPO14_2,3,VALVE,9,pcs,2025-04-23,374.28,3368.52
HPO14_3,1,VALVE,15,pcs,2024-08-27,241.19,3617.85
HPO14_3,2,GASKET,12,pcs,2024-08-24,188.28,2259.36
HPO14_3,3,INSULATION,16,pcs,2024-09-02,146.99,2351.84
HPO14_3,4,304L_SS,13,ft,2024-09-08,389.72,5066.36
HPO14_4,1,GASKET,8,pcs,2024-09-21,312.73,2501.84
HPO14_4,2,FLANGE,17,pcs,2024-09-14,221.74,3769.58
HPO14_4,3,VALVE,16,pcs,2024-09-12,220.99,3535.84
HPO14_4,4,GASKET,17,pcs,2024-09-22,359.48,6111.16
HPO14_4,5,304L_SS,19,ft,2024-10-13,185.3,3520.7
HPO14_4,6,9%_Ni_Alloy,9,ft,2024-09-23,95.29,857.61
HPO14_4,7,9%_Ni_Alloy,12,ft,2024-10-12,206.74,2480.88
HPO14_5,1,VALVE,3,pcs,2024-09-19,163.93,491.79
HPO14_5,2,VALVE,5,pcs,2024-10-05,203.92,1019.6
HPO14_5,3,FLANGE,20,pcs,2024-09-28,160.69,3213.8
HPO14_5,4,VALVE,6,pcs,2024-10-07,256.87,1541.22
HPO14_5,5,304L_SS,16,ft,2024-10-24,166.04,2656.64
HPO14_5,6,304L_SS,20,ft,2024-10-21,143.43,2868.6
HPO14_6,1,GASKET,7,pcs,2024-07-28,90.51,633.57
HPO14_6,2,VALVE,7,pcs,2024-07-14,153.73,1076.11
HPO14_6,3,FLANGE,17,pcs,2024-07-23,301.15,5119.55
HPO14_6,4,GASKET,10,pcs,2024-07-14,339.67,3396.7
HPO14_6,5,304L_SS,12,ft,2024-08-12,325.23,3902.76
HPO14_6,6,FLANGE,10,pcs,2024-07-22,287.21,2872.1
HPO14_7,1,INSULATION,16,pcs,2025-04-11,165.92,2654.72
HPO14_7,2,VALVE,11,pcs,2025-04-10,132.38,1456.18
HPO14_7,3,9%_Ni_Alloy,13,ft,2025-04-28,305.92,3976.96
HPO14_7,4,9%_Ni_Alloy,17,ft,2025-04-22,221.98,3773.66
HPO14_7,5,GASKET,7,pcs,2025-04-13,329.75,2308.25
HPO14_8,1,INSULATION,19,pcs,2025-01-11,375.41,7132.79
HPO14_8,2,9%_Ni_Alloy,1,ft,2025-01-28,89.75,89.75
HPO14_8,3,304L_SS,13,ft,2025-01-18,147.01,1911.13
HPO14_8,4,VALVE,2,pcs,2025-01-08,280.74,561.48
HPO14_8,5,VALVE,16,pcs,2025-01-08,101.33,1621.28
HPO14_8,6,INSULATION,12,pcs,2025-01-20,105.61,1267.32
HPO14_9,1,FLANGE,11,pcs,2024-09-05,308.66,3395.26
HPO14_9,2,FLANGE,6,pcs,2024-09-15,258.87,1553.22
HPO14_9,3,9%_Ni_Alloy,7,ft,2024-09-22,107.56,752.92
HPO14_9,4,VALVE,19,pcs,2024-09-04,126.22,2398.18
HPO14_9,5,VALVE,1,pcs,2024-08-30,246.99,246.99
HPO14_10,1,INSULATION,17,pcs,2024-08-21,264.62,4498.54
HPO14_10,2,304L_SS,4,ft,2024-09-09,303.04,1212.16
HPO14_10,3,VALVE,5,pcs,2024-08-26,81.88,409.4
HPO14_10,4,304L_SS,4,ft,2024-09-20,104.92,419.68
HPO14_10,5,FLANGE,16,pcs,2024-09-08,200.39,3206.24
HPO14_10,6,INSULATION,3,pcs,2024-09-07,381.41,1144.23
HPO14_11,1,9%_Ni_Alloy,17,ft,2025-05-05,167.14,2841.38
HPO14_11,2,304L_SS,12,ft,2025-05-13,266.11,3193.32
HPO14_11,3,VALVE,20,pcs,2025-04-28,246.44,4928.8
HPO14_11,4,VALVE,10,pcs,2025-04-28,341.95,3419.5
HPO14_11,5,GASKET,12,pcs,2025-04-28,142.51,1710.12
HPO14_12,1,VALVE,8,pcs,2024-11-06,177.82,1422.56
HPO14_12,2,VALVE,6,pcs,2024-10-21,253.06,1518.36
HPO14_12,3,GASKET,4,pcs,2024-10-30,102.76,411.04
HPO14_12,4,9%_Ni_Alloy,18,ft,2024-11-09,220.2,3963.6
HPO14_12,5,GASKET,1,pcs,2024-10-31,247.9,247.9
HPO14_12,6,FLANGE,9,pcs,2024-10-27,210.26,1892.34
HPO14_12,7,FLANGE,15,pcs,2024-10-21,272.63,4089.45
HPO14_13,1,GASKET,7,pcs,2025-04-01,356.8,2497.6
HPO14_13,2,9%_Ni_Alloy,2,ft,2025-04-09,267.38,534.76
HPO14_13,3,VALVE,7,pcs,2025-03-23,100.99,706.93
HPO14_14,1,FLANGE,4,pcs,2024-09-29,93.33,373.32
HPO14_14,2,GASKET,13,pcs,2024-10-10,282.81,3676.53
HPO14_14,3,9%_Ni_Alloy,2,ft,2024-10-25,163.53,327.06
HPO14_15,1,GASKET,10,pcs,2024-12-27,194.84,1948.4
HPO14_15,2,FLANGE,10,pcs,2024-12-10,177.45,1774.5
HPO14_15,3,304L_SS,7,ft,2025-01-12,152.71,1068.97
HPO14_15,4,VALVE,14,pcs,2024-12-25,335.51,4697.14
HPO14_16,1,GASKET,11,pcs,2024-09-07,212.83,2341.13
HPO14_16,2,304L_SS,15,ft,2024-09-22,229.95,3449.25
HPO14_16,3,VALVE,19,pcs,2024-09-05,364.43,6924.17
HPO14_16,4,FLANGE,17,pcs,2024-09-08,108.7,1847.9
HPO15_1,1,VALVE,16,pcs,2025-01-27,324.56,5192.96
HPO15_1,2,FLANGE,3,pcs,2025-02-02,232.68,698.04
HPO15_1,3,INSULATION,9,pcs,2025-02-10,397.71,3579.39
HPO15_1,4,VALVE,9,pcs,2025-02-04,267.95,2411.55
HPO15_1,5,304L_SS,12,ft,2025-03-07,136.19,1634.28
HPO15_2,1,9%_Ni_Alloy,9,ft,2024-12-21,246.44,2217.96
HPO15_2,2,FLANGE,8,pcs,2024-11-26,116.11,928.88
HPO15_2,3,GASKET,16,pcs,2024-12-04,217.55,3480.8
HPO15_2,4,9%_Ni_Alloy,10,ft,2024-12-12,225.09,2250.9
HPO15_2,5,INSULATION,10,pcs,2024-11-29,193.6,1936.0
HPO15_2,6,VALVE,1,pcs,2024-12-07,181.1,181.1
HPO15_2,7,FLANGE,10,pcs,2024-12-01,381.19,3811.9
HPO15_3,1,304L_SS,17,ft,2024-07-02,98.27,1670.59
HPO15_3,2,304L_SS,10,ft,2024-07-03,251.33,2513.3
HPO15_3,3,FLANGE,17,pcs,2024-06-30,386.53,6571.01
HPO15_3,4,GASKET,13,pcs,2024-07-03,327.68,4259.84
HPO15_3,5,304L_SS,17,ft,2024-07-11,334.57,5687.69
HPO15_3,6,VALVE,5,pcs,2024-06-16,155.38,776.9
HPO15_3,7,INSULATION,3,pcs,2024-06-24,339.02,1017.06
HPO15_4,1,9%_Ni_Alloy,18,ft,2024-06-16,204.04,3672.72
HPO15_4,2,9%_Ni_Alloy,10,ft,2024-06-17,196.26,1962.6
HPO15_4,3,9%_Ni_Alloy,6,ft,2024-06-14,131.01,786.06
HPO15_4,4,INSULATION,18,pcs,2024-06-06,118.77,2137.86
HPO15_4,5,304L_SS,9,ft,2024-06-17,141.96,1277.64
HPO15_4,6,VALVE,4,pcs,2024-05-25,102.96,411.84
HPO15_4,7,9%_Ni_Alloy,16,ft,2024-06-10,370.69,5931.04
HPO15_5,1,9%_Ni_Alloy,4,ft,2024-07-14,308.84,1235.36
HPO15_5,2,9%_Ni_Alloy,2,ft,2024-07-07,128.73,257.46
HPO15_5,3,9%_Ni_Alloy,9,ft,2024-07-04,314.51,2830.59
HPO15_5,4,9%_Ni_Alloy,2,ft,2024-06-29,171.17,342.34
HPO15_6,1,304L_SS,4,ft,2024-12-15,353.43,1413.72
HPO15_6,2,304L_SS,14,ft,2024-12-18,114.01,1596.14
HPO15_6,3,GASKET,3,pcs,2024-11-29,290.99,872.97
HPO15_7,1,304L_SS,18,ft,2025-05-03,153.51,2763.18
HPO15_7,2,304L_SS,8,ft,2025-04-11,164.0,1312.0
HPO15_7,3,304L_SS,17,ft,2025-04-12,336.61,5722.37
HPO15_7,4,GASKET,12,pcs,2025-03-29,98.63,1183.56
HPO15_8,1,9%_Ni_Alloy,20,ft,2025-02-01,255.82,5116.4
HPO15_8,2,FLANGE,4,pcs,2025-01-25,170.17,680.68
HPO15_8,3,FLANGE,6,pcs,2025-01-23,109.93,659.58
HPO15_8,4,VALVE,19,pcs,2025-02-01,222.62,4229.78
HPO15_8,5,304L_SS,2,ft,2025-02-07,322.3,644.6
HPO15_9,1,FLANGE,13,pcs,2025-05-20,86.44,1123.72
HPO15_9,2,FLANGE,11,pcs,2025-05-13,109.79,1207.69
HPO15_9,3,VALVE,20,pcs,2025-05-21,285.21,5704.2
HPO15_10,1,9%_Ni_Alloy,14,ft,2025-05-01,352.14,4929.96
HPO15_10,2,VALVE,15,pcs,2025-05-05,104.2,1563.0
HPO15_10,3,VALVE,14,pcs,2025-04-27,219.54,3073.56
HPO15_10,4,FLANGE,20,pcs,2025-05-04,142.12,2842.4
HPO15_11,1,VALVE,16,pcs,2024-10-14,353.48,5655.68
HPO15_11,2,GASKET,1,pcs,2024-10-01,106.68,106.68
HPO15_11,3,INSULATION,18,pcs,2024-10-13,293.45,5282.1
HPO15_11,4,INSULATION,17,pcs,2024-10-05,278.88,4740.96
HPO15_11,5,304L_SS,11,ft,2024-10-30,197.98,2177.78
HPO15_11,6,FLANGE,15,pcs,2024-10-01,347.48,5212.2
HPO15_11,7,304L_SS,20,ft,2024-10-18,160.15,3203.0
HPO15_12,1,VALVE,1,pcs,2024-07-27,387.07,387.07
HPO15_12,2,FLANGE,8,pcs,2024-07-22,104.42,835.36
HPO15_12,3,FLANGE,4,pcs,2024-07-10,80.93,323.72
HPO15_13,1,GASKET,18,pcs,2025-05-29,129.18,2325.24
HPO15_13,2,GASKET,12,pcs,2025-05-28,286.74,3440.88
HPO15_13,3,304L_SS,3,ft,2025-06-21,331.2,993.6
HPO15_13,4,FLANGE,17,pcs,2025-05-25,345.42,5872.14
HPO15_13,5,9%_Ni_Alloy,19,ft,2025-06-24,167.29,3178.51
HPO15_14,1,INSULATION,15,pcs,2024-12-02,219.71,3295.65
HPO15_14,2,FLANGE,15,pcs,2024-12-05,90.98,1364.7
HPO15_14,3,VALVE,10,pcs,2024-11-23,246.96,2469.6
HPO15_15,1,VALVE,1,pcs,2025-04-21,262.75,262.75
HPO15_15,2,304L_SS,20,ft,2025-05-04,227.22,4544.4
HPO15_15,3,9%_Ni_Alloy,19,ft,2025-05-13,268.84,5107.96
HPO15_15,4,VALVE,15,pcs,2025-04-14,107.45,1611.75
HPO15_15,5,304L_SS,20,ft,2025-04-20,120.67,2413.4
HPO15_15,6,9%_Ni_Alloy,5,ft,2025-05-07,289.35,1446.75
HPO15_16,1,9%_Ni_Alloy,7,ft,2025-05-07,158.32,1108.24
HPO15_16,2,GASKET,7,pcs,2025-04-18,373.85,2616.95
HPO15_16,3,VALVE,15,pcs,2025-05-03,332.06,4980.9
HPO15_16,4,9%_Ni_Alloy,15,ft,2025-05-07,83.46,1251.9
HPO15_16,5,FLANGE,13,pcs,2025-04-21,250.89,3261.57
HPO15_16,6,GASKET,1,pcs,2025-04-29,102.34,102.34
HPO15_17,1,INSULATION,13,pcs,2025-04-18,394.92,5133.96
HPO15_17,2,FLANGE,3,pcs,2025-04-12,122.42,367.26
HPO15_17,3,FLANGE,20,pcs,2025-04-11,378.75,7575.0
HPO15_17,4,FLANGE,6,pcs,2025-04-22,104.69,628.14
HPO15_18,1,VALVE,15,pcs,2024-12-02,180.62,2709.3
HPO15_18,2,VALVE,2,pcs,2024-12-02,211.5,423.0
HPO15_18,3,FLANGE,19,pcs,2024-12-05,275.53,5235.07
HPO15_18,4,FLANGE,6,pcs,2024-12-10,163.97,983.82
HPO15_18,5,9%_Ni_Alloy,13,ft,2024-12-22,363.79,4729.27
HPO15_19,1,9%_Ni_Alloy,10,ft,2025-02-12,394.06,3940.6
HPO15_19,2,304L_SS,4,ft,2025-02-05,232.96,931.84
HPO15_19,3,VALVE,2,pcs,2025-01-28,161.53,323.06
HPO15_19,4,INSULATION,18,pcs,2025-01-12,136.45,2456.1
HPO15_20,1,INSULATION,5,pcs,2025-04-24,323.3,1616.5
HPO15_20,2,VALVE,7,pcs,2025-04-19,134.65,942.55
HPO15_20,3,9%_Ni_Alloy,8,ft,2025-05-08,127.19,1017.52
HPO15_21,1,INSULATION,13,pcs,2024-07-15,253.04,3289.52
HPO15_21,2,INSULATION,9,pcs,2024-07-14,115.21,1036.89
HPO15_21,3,INSULATION,18,pcs,2024-07-15,82.98,1493.64
HPO15_22,1,FLANGE,2,pcs,2025-02-26,369.79,739.58
HPO15_22,2,304L_SS,18,ft,2025-03-23,171.04,3078.72
HPO15_22,3,304L_SS,7,ft,2025-03-14,132.13,924.91
HPO15_22,4,GASKET,1,pcs,2025-02-23,164.89,164.89
HPO15_23,1,9%_Ni_Alloy,5,ft,2024-10-13,95.54,477.7
HPO15_23,2,VALVE,15,pcs,2024-09-18,120.37,1805.55
HPO15_23,3,304L_SS,7,ft,2024-10-08,217.66,1523.62
HPO15_23,4,GASKET,13,pcs,2024-09-14,397.63,5169.19
HPO15_23,5,FLANGE,13,pcs,2024-09-14,248.8,3234.4
HPO15_23,6,GASKET,17,pcs,2024-09-29,170.72,2902.24
HPO15_23,7,INSULATION,1,pcs,2024-09-25,311.16,311.16
HPO15_24,1,FLANGE,11,pcs,2024-10-14,284.6,3130.6
HPO15_24,2,304L_SS,14,ft,2024-10-15,199.53,2793.42
HPO15_24,3,FLANGE,20,pcs,2024-10-14,346.56,6931.2
HPO16_1,1,9%_Ni_Alloy,6,ft,2025-05-28,396.59,2379.54
HPO16_1,2,304L_SS,2,ft,2025-05-05,182.63,365.26
HPO16_1,3,GASKET,12,pcs,2025-05-06,274.46,3293.52
HPO16_1,4,VALVE,15,pcs,2025-05-08,142.01,2130.15
HPO16_1,5,9%_Ni_Alloy,12,ft,2025-05-18,264.37,3172.44
HPO16_2,1,9%_Ni_Alloy,11,ft,2024-09-06,242.91,2672.01
HPO16_2,2,GASKET,17,pcs,2024-08-19,121.02,2057.34
HPO16_2,3,304L_SS,6,ft,2024-09-12,296.17,1777.02
HPO16_2,4,FLANGE,5,pcs,2024-08-20,93.5,467.5
HPO16_2,5,VALVE,16,pcs,2024-08-10,297.21,4755.36
HPO16_2,6,304L_SS,1,ft,2024-09-02,253.0,253.0
HPO16_3,1,9%_Ni_Alloy,17,ft,2024-10-13,132.35,2249.95
HPO16_3,2,9%_Ni_Alloy,13,ft,2024-10-25,298.7,3883.1
HPO16_3,3,FLANGE,8,pcs,2024-10-09,349.23,2793.84
HPO16_3,4,VALVE,18,pcs,2024-10-02,170.52,3069.36
HPO16_4,1,FLANGE,17,pcs,2024-09-27,100.99,1716.83
HPO16_4,2,FLANGE,5,pcs,2024-09-29,149.38,746.9
HPO16_4,3,FLANGE,17,pcs,2024-09-25,215.74,3667.58
HPO16_4,4,VALVE,12,pcs,2024-09-19,344.04,4128.48
HPO16_5,1,FLANGE,15,pcs,2024-10-30,140.17,2102.55
HPO16_5,2,FLANGE,20,pcs,2024-11-13,257.38,5147.6
HPO16_5,3,VALVE,12,pcs,2024-10-28,97.64,1171.68
HPO16_5,4,GASKET,18,pcs,2024-10-26,227.23,4090.14
HPO16_6,1,9%_Ni_Alloy,4,ft,2025-03-31,122.94,491.76
HPO16_6,2,FLANGE,16,pcs,2025-03-02,349.56,5592.96
HPO16_6,3,FLANGE,4,pcs,2025-03-04,117.21,468.84
HPO16_7,1,INSULATION,20,pcs,2025-02-08,398.81,7976.2
HPO16_7,2,GASKET,17,pcs,2025-02-03,368.46,6263.82
HPO16_7,3,VALVE,6,pcs,2025-02-06,347.02,2082.12
HPO16_7,4,GASKET,7,pcs,2025-01-21,173.25,1212.75
HPO16_7,5,9%_Ni_Alloy,16,ft,2025-03-01,266.42,4262.72
HPO16_7,6,FLANGE,20,pcs,2025-01-30,124.85,2497.0
HPO16_8,1,VALVE,1,pcs,2024-08-15,214.69,214.69
HPO16_8,2,INSULATION,3,pcs,2024-08-20,114.99,344.97
HPO16_8,3,9%_Ni_Alloy,18,ft,2024-09-21,273.15,4916.7
HPO16_8,4,VALVE,17,pcs,2024-08-21,209.56,3562.52
HPO16_8,5,VALVE,5,pcs,2024-08-14,168.4,842.0
HPO16_8,6,FLANGE,1,pcs,2024-08-17,161.16,161.16
HPO16_8,7,GASKET,1,pcs,2024-08-14,139.5,139.5
HPO16_9,1,VALVE,1,pcs,2024-07-29,330.86,330.86
HPO16_9,2,9%_Ni_Alloy,9,ft,2024-08-13,259.31,2333.79
HPO16_9,3,FLANGE,14,pcs,2024-07-22,311.49,4360.86
HPO16_9,4,9%_Ni_Alloy,9,ft,2024-08-16,216.8,1951.2
HPO16_9,5,9%_Ni_Alloy,19,ft,2024-08-28,151.87,2885.53
HPO16_9,6,VALVE,7,pcs,2024-08-08,344.56,2411.92
HPO16_10,1,GASKET,3,pcs,2024-09-03,263.26,789.78
HPO16_10,2,VALVE,8,pcs,2024-09-01,281.79,2254.32
HPO16_10,3,VALVE,1,pcs,2024-08-28,154.57,154.57
HPO16_10,4,VALVE,14,pcs,2024-08-18,281.87,3946.18
HPO16_10,5,9%_Ni_Alloy,12,ft,2024-09-10,374.36,4492.32
HPO16_10,6,304L_SS,6,ft,2024-09-21,110.1,660.6
HPO16_11,1,9%_Ni_Alloy,9,ft,2024-09-16,118.45,1066.05
HPO16_11,2,VALVE,13,pcs,2024-08-31,151.07,1963.91
HPO16_11,3,GASKET,1,pcs,2024-08-24,222.19,222.19
HPO16_11,4,INSULATION,5,pcs,2024-09-08,366.32,1831.6
HPO16_11,5,304L_SS,19,ft,2024-09-29,147.01,2793.19
HPO16_12,1,9%_Ni_Alloy,15,ft,2024-12-15,349.0,5235.0
HPO16_12,2,GASKET,16,pcs,2024-11-27,187.66,3002.56
HPO16_12,3,9%_Ni_Alloy,11,ft,2024-12-18,137.23,1509.53
HPO16_12,4,INSULATION,6,pcs,2024-11-28,223.49,1340.94
HPO16_12,5,9%_Ni_Alloy,17,ft,2024-12-02,390.79,6643.43
HPO16_12,6,VALVE,8,pcs,2024-11-17,109.53,876.24
HPO16_12,7,FLANGE,1,pcs,2024-11-30,199.32,199.32
HPO17_1,1,GASKET,5,pcs,2024-07-27,362.49,1812.45
HPO17_1,2,INSULATION,18,pcs,2024-07-26,121.2,2181.6
HPO17_1,3,VALVE,10,pcs,2024-07-26,186.46,1864.6
HPO17_1,4,VALVE,5,pcs,2024-07-30,244.66,1223.3
HPO17_2,1,GASKET,1,pcs,2024-10-05,140.75,140.75
HPO17_2,2,304L_SS,9,ft,2024-10-10,312.38,2811.42
HPO17_2,3,GASKET,5,pcs,2024-10-05,181.31,906.55
HPO17_2,4,FLANGE,19,pcs,2024-10-04,312.48,5937.12
HPO17_2,5,GASKET,5,pcs,2024-10-03,324.76,1623.8
HPO17_3,1,FLANGE,5,pcs,2024-11-01,165.41,827.05
HPO17_3,2,INSULATION,3,pcs,2024-10-26,265.48,796.44
HPO17_3,3,VALVE,3,pcs,2024-10-26,167.13,501.39
HPO17_3,4,304L_SS,6,ft,2024-11-11,348.11,2088.66
HPO17_4,1,GASKET,16,pcs,2025-01-12,164.69,2635.04
HPO17_4,2,FLANGE,5,pcs,2025-01-13,90.73,453.65
HPO17_4,3,VALVE,8,pcs,2025-01-12,334.65,2677.2
HPO17_4,4,9%_Ni_Alloy,4,ft,2025-02-11,85.07,340.28
HPO17_4,5,304L_SS,13,ft,2025-02-06,219.9,2858.7
HPO17_5,1,304L_SS,19,ft,2024-12-09,81.71,1552.49
HPO17_5,2,FLANGE,2,pcs,2024-12-01,97.53,195.06
HPO17_5,3,VALVE,17,pcs,2024-12-12,253.56,4310.52
HPO17_5,4,VALVE,4,pcs,2024-12-04,80.25,321.0
HPO17_5,5,GASKET,16,pcs,2024-11-29,260.44,4167.04
HPO17_5,6,VALVE,19,pcs,2024-12-01,105.18,1998.42
HPO17_5,7,FLANGE,5,pcs,2024-12-12,228.29,1141.45
HPO17_6,1,FLANGE,9,pcs,2025-01-28,159.11,1431.99
HPO17_6,2,FLANGE,18,pcs,2025-01-28,259.03,4662.54
HPO17_6,3,304L_SS,16,ft,2025-02-14,264.69,4235.04
HPO17_6,4,INSULATION,7,pcs,2025-02-08,248.91,1742.37
HPO17_6,5,FLANGE,19,pcs,2025-02-04,310.09,5891.71
HPO17_6,6,VALVE,1,pcs,2025-02-07,375.6,375.6
HPO17_7,1,VALVE,8,pcs,2024-10-10,361.35,2890.8
HPO17_7,2,304L_SS,8,ft,2024-10-28,236.55,1892.4
HPO17_7,3,9%_Ni_Alloy,13,ft,2024-11-11,266.06,3458.78
HPO17_7,4,VALVE,1,pcs,2024-10-10,273.15,273.15
HPO17_8,1,9%_Ni_Alloy,5,ft,2025-01-27,397.03,1985.15
HPO17_8,2,9%_Ni_Alloy,18,ft,2025-02-03,350.21,6303.78
HPO17_8,3,9%_Ni_Alloy,7,ft,2025-02-08,276.83,1937.81
HPO17_8,4,VALVE,5,pcs,2025-01-09,380.97,1904.85
HPO17_8,5,INSULATION,11,pcs,2025-01-25,201.97,2221.67
HPO17_8,6,VALVE,10,pcs,2025-01-10,354.15,3541.5
HPO17_8,7,INSULATION,12,pcs,2025-01-11,110.42,1325.04
HPO17_9,1,FLANGE,17,pcs,2024-06-02,211.57,3596.69
HPO17_9,2,9%_Ni_Alloy,13,ft,2024-06-06,122.16,1588.08
HPO17_9,3,FLANGE,13,pcs,2024-06-07,357.26,4644.38
HPO17_9,4,304L_SS,13,ft,2024-06-07,117.88,1532.44
HPO17_9,5,FLANGE,7,pcs,2024-06-03,347.7,2433.9
HPO17_10,1,304L_SS,16,ft,2025-06-08,82.94,1327.04
HPO17_10,2,FLANGE,6,pcs,2025-05-26,141.99,851.94
HPO17_10,3,9%_Ni_Alloy,9,ft,2025-06-05,271.91,2447.19
HPO17_10,4,FLANGE,7,pcs,2025-05-23,185.21,1296.47
HPO17_10,5,FLANGE,15,pcs,2025-05-28,84.94,1274.1
HPO17_11,1,VALVE,13,pcs,2024-06-07,147.22,1913.86
HPO17_11,2,9%_Ni_Alloy,15,ft,2024-06-24,208.05,3120.75
HPO17_11,3,304L_SS,9,ft,2024-07-12,104.06,936.54
HPO17_11,4,FLANGE,3,pcs,2024-06-11,305.94,917.82
HPO17_11,5,VALVE,15,pcs,2024-06-24,210.55,3158.25
HPO17_11,6,9%_Ni_Alloy,19,ft,2024-07-12,322.88,6134.72
HPO17_12,1,VALVE,11,pcs,2024-12-25,314.38,3458.18
HPO17_12,2,VALVE,7,pcs,2024-12-20,274.89,1924.23
HPO17_12,3,FLANGE,13,pcs,2024-12-30,285.94,3717.22
HPO17_12,4,304L_SS,7,ft,2025-01-15,391.02,2737.14
HPO17_12,5,304L_SS,19,ft,2025-01-20,163.41,3104.79
HPO17_12,6,GASKET,15,pcs,2024-12-27,134.03,2010.45
HPO18_1,1,FLANGE,9,pcs,2024-12-28,126.43,1137.87
HPO18_1,2,INSULATION,13,pcs,2024-12-23,313.24,4072.12
HPO18_1,3,INSULATION,2,pcs,2024-12-15,134.85,269.7
HPO18_1,4,304L_SS,15,ft,2025-01-19,331.11,4966.65
HPO18_2,1,304L_SS,19,ft,2024-10-13,394.45,7494.55
HPO18_2,2,FLANGE,3,pcs,2024-10-04,372.75,1118.25
HPO18_2,3,9%_Ni_Alloy,9,ft,2024-10-29,85.88,772.92
HPO18_2,4,9%_Ni_Alloy,5,ft,2024-10-11,300.25,1501.25
HPO18_2,5,9%_Ni_Alloy,20,ft,2024-10-18,183.38,3667.6
HPO18_2,6,GASKET,8,pcs,2024-10-02,299.8,2398.4
HPO18_2,7,INSULATION,11,pcs,2024-09-25,259.15,2850.65
HPO18_3,1,304L_SS,20,ft,2025-03-18,342.75,6855.0
HPO18_3,2,304L_SS,2,ft,2025-03-27,295.31,590.62
HPO18_3,3,GASKET,4,pcs,2025-02-18,247.08,988.32
HPO18_3,4,VALVE,8,pcs,2025-02-17,337.04,2696.32
HPO18_4,1,VALVE,20,pcs,2024-11-01,209.95,4199.0
HPO18_4,2,GASKET,8,pcs,2024-10-20,337.95,2703.6
HPO18_4,3,9%_Ni_Alloy,18,ft,2024-11-16,158.6,2854.8
HPO18_4,4,304L_SS,14,ft,2024-10-31,166.84,2335.76
HPO18_5,1,VALVE,12,pcs,2025-04-05,136.22,1634.64
HPO18_5,2,INSULATION,12,pcs,2025-03-30,327.62,3931.44
HPO18_5,3,9%_Ni_Alloy,8,ft,2025-04-05,285.69,2285.52
HPO18_5,4,9%_Ni_Alloy,7,ft,2025-04-24,119.24,834.68
HPO18_5,5,VALVE,15,pcs,2025-03-22,129.0,1935.0
HPO18_6,1,FLANGE,2,pcs,2024-08-10,159.99,319.98
HPO18_6,2,FLANGE,15,pcs,2024-08-11,198.32,2974.8
HPO18_6,3,VALVE,17,pcs,2024-08-10,316.42,5379.14
HPO18_6,4,GASKET,4,pcs,2024-08-17,249.75,999.0
HPO18_7,1,VALVE,6,pcs,2024-12-23,182.46,1094.76
HPO18_7,2,INSULATION,10,pcs,2024-12-13,159.22,1592.2
HPO18_7,3,GASKET,12,pcs,2024-12-26,203.57,2442.84
HPO18_7,4,INSULATION,7,pcs,2024-12-22,143.53,1004.71
HPO18_7,5,VALVE,2,pcs,2024-12-30,239.88,479.76
HPO18_7,6,9%_Ni_Alloy,11,ft,2025-01-06,292.28,3215.08
HPO18_8,1,FLANGE,11,pcs,2025-03-31,289.58,3185.38
HPO18_8,2,9%_Ni_Alloy,13,ft,2025-05-03,357.55,4648.15
HPO18_8,3,9%_Ni_Alloy,9,ft,2025-04-20,274.74,2472.66
HPO18_9,1,FLANGE,6,pcs,2025-01-24,306.78,1840.68
HPO18_9,2,304L_SS,15,ft,2025-02-16,157.31,2359.65
HPO18_9,3,FLANGE,4,pcs,2025-01-15,366.61,1466.44
HPO18_9,4,304L_SS,19,ft,2025-02-11,239.86,4557.34
HPO18_9,5,GASKET,6,pcs,2025-01-18,296.93,1781.58
HPO18_9,6,VALVE,19,pcs,2025-01-09,237.25,4507.75
HPO18_9,7,FLANGE,17,pcs,2025-01-22,109.2,1856.4
HPO18_10,1,GASKET,8,pcs,2024-08-13,175.5,1404.0
HPO18_10,2,FLANGE,6,pcs,2024-07-26,155.52,933.12
HPO18_10,3,FLANGE,15,pcs,2024-08-05,102.08,1531.2
HPO18_10,4,INSULATION,12,pcs,2024-07-26,247.53,2970.36
HPO18_10,5,9%_Ni_Alloy,10,ft,2024-08-15,206.4,2064.0
HPO18_10,6,9%_Ni_Alloy,17,ft,2024-08-31,181.34,3082.78
HPO18_11,1,304L_SS,10,ft,2025-03-23,326.73,3267.3
HPO18_11,2,VALVE,1,pcs,2025-03-05,359.98,359.98
HPO18_11,3,GASKET,7,pcs,2025-03-19,85.07,595.49
HPO18_11,4,VALVE,17,pcs,2025-03-19,242.1,4115.7
HPO18_12,1,GASKET,1,pcs,2024-06-24,266.13,266.13
HPO18_12,2,INSULATION,15,pcs,2024-06-27,81.44,1221.6
HPO18_12,3,9%_Ni_Alloy,7,ft,2024-07-31,183.76,1286.32
HPO18_12,4,304L_SS,5,ft,2024-07-10,95.73,478.65
HPO18_12,5,304L_SS,18,ft,2024-07-24,291.32,5243.76
HPO18_12,6,FLANGE,15,pcs,2024-06-26,195.17,2927.55
HPO18_12,7,FLANGE,3,pcs,2024-06-24,335.3,1005.9
HPO18_13,1,304L_SS,12,ft,2024-06-26,91.12,1093.44
HPO18_13,2,9%_Ni_Alloy,10,ft,2024-06-17,273.54,2735.4
